Ref_Date,GEO,STAT,TENURE,SUMMARY,Vector,Coordinate,Value
2013,Canada,Average expenditure per household,All classes,Personal care,v54530482,1.1.1.29,1226
2014,Canada,Average expenditure per household,All classes,Personal care,v54530482,1.1.1.29,1207
2010,Canada,Average expenditure per household,All classes,Personal care products,v64476364,1.1.1.207,633
2011,Canada,Average expenditure per household,All classes,Personal care products,v64476364,1.1.1.207,674
2012,Canada,Average expenditure per household,All classes,Personal care products,v64476364,1.1.1.207,644
2013,Canada,Average expenditure per household,All classes,Personal care products,v64476364,1.1.1.207,665
2014,Canada,Average expenditure per household,All classes,Personal care products,v64476364,1.1.1.207,637
2010,Canada,Average expenditure per household,All classes,Hair care products,v64476365,1.1.1.208,99
2011,Canada,Average expenditure per household,All classes,Hair care products,v64476365,1.1.1.208,89
2012,Canada,Average expenditure per household,All classes,Hair care products,v64476365,1.1.1.208,86
2013,Canada,Average expenditure per household,All classes,Hair care products,v64476365,1.1.1.208,100
2014,Canada,Average expenditure per household,All classes,Hair care products,v64476365,1.1.1.208,72
2010,Canada,Average expenditure per household,All classes,"Makeup, skin care, manicure and fragrance products",v64476366,1.1.1.209,217
2011,Canada,Average expenditure per household,All classes,"Makeup, skin care, manicure and fragrance products",v64476366,1.1.1.209,234
2012,Canada,Average expenditure per household,All classes,"Makeup, skin care, manicure and fragrance products",v64476366,1.1.1.209,241
2013,Canada,Average expenditure per household,All classes,"Makeup, skin care, manicure and fragrance products",v64476366,1.1.1.209,249
2014,Canada,Average expenditure per household,All classes,"Makeup, skin care, manicure and fragrance products",v64476366,1.1.1.209,262
2010,Canada,Average expenditure per household,All classes,"Makeup, skin care and manicure products",v64476367,1.1.1.210,203
2011,Canada,Average expenditure per household,All classes,"Makeup, skin care and manicure products",v64476367,1.1.1.210,217
2012,Canada,Average expenditure per household,All classes,"Makeup, skin care and manicure products",v64476367,1.1.1.210,219
2013,Canada,Average expenditure per household,All classes,"Makeup, skin care and manicure products",v64476367,1.1.1.210,228
2014,Canada,Average expenditure per household,All classes,"Makeup, skin care and manicure products",v64476367,1.1.1.210,249
2010,Canada,Average expenditure per household,All classes,Fragrance products,v64476368,1.1.1.211,14
2011,Canada,Average expenditure per household,All classes,Fragrance products,v64476368,1.1.1.211,17
2012,Canada,Average expenditure per household,All classes,Fragrance products,v64476368,1.1.1.211,22
2013,Canada,Average expenditure per household,All classes,Fragrance products,v64476368,1.1.1.211,F
2014,Canada,Average expenditure per household,All classes,Fragrance products,v64476368,1.1.1.211,11
2010,Canada,Average expenditure per household,All classes,Personal deodorants,v64476369,1.1.1.212,16
2011,Canada,Average expenditure per household,All classes,Personal deodorants,v64476369,1.1.1.212,18
2012,Canada,Average expenditure per household,All classes,Personal deodorants,v64476369,1.1.1.212,17
2013,Canada,Average expenditure per household,All classes,Personal deodorants,v64476369,1.1.1.212,18
2014,Canada,Average expenditure per household,All classes,Personal deodorants,v64476369,1.1.1.212,18
2010,Canada,Average expenditure per household,All classes,Body soaps,v64476370,1.1.1.213,45
2011,Canada,Average expenditure per household,All classes,Body soaps,v64476370,1.1.1.213,46
2012,Canada,Average expenditure per household,All classes,Body soaps,v64476370,1.1.1.213,37
2013,Canada,Average expenditure per household,All classes,Body soaps,v64476370,1.1.1.213,44
2014,Canada,Average expenditure per household,All classes,Body soaps,v64476370,1.1.1.213,41
2010,Canada,Average expenditure per household,All classes,Oral hygiene products,v64476371,1.1.1.214,60
2011,Canada,Average expenditure per household,All classes,Oral hygiene products,v64476371,1.1.1.214,55
2012,Canada,Average expenditure per household,All classes,Oral hygiene products,v64476371,1.1.1.214,53
2013,Canada,Average expenditure per household,All classes,Oral hygiene products,v64476371,1.1.1.214,55
2014,Canada,Average expenditure per household,All classes,Oral hygiene products,v64476371,1.1.1.214,52
2010,Canada,Average expenditure per household,All classes,Disposable diapers,v64476372,1.1.1.215,54
2011,Canada,Average expenditure per household,All classes,Disposable diapers,v64476372,1.1.1.215,48
2012,Canada,Average expenditure per household,All classes,Disposable diapers,v64476372,1.1.1.215,36
2013,Canada,Average expenditure per household,All classes,Disposable diapers,v64476372,1.1.1.215,37
2014,Canada,Average expenditure per household,All classes,Disposable diapers,v64476372,1.1.1.215,35
2010,Canada,Average expenditure per household,All classes,Other personal care supplies and equipment,v64476373,1.1.1.216,143
2011,Canada,Average expenditure per household,All classes,Other personal care supplies and equipment,v64476373,1.1.1.216,184
2012,Canada,Average expenditure per household,All classes,Other personal care supplies and equipment,v64476373,1.1.1.216,174
2013,Canada,Average expenditure per household,All classes,Other personal care supplies and equipment,v64476373,1.1.1.216,162
2014,Canada,Average expenditure per household,All classes,Other personal care supplies and equipment,v64476373,1.1.1.216,156
2010,Canada,Average expenditure per household,All classes,Personal care services,v64476374,1.1.1.217,316
2011,Canada,Average expenditure per household,All classes,Personal care services,v64476374,1.1.1.217,393
2012,Canada,Average expenditure per household,All classes,Personal care services,v64476374,1.1.1.217,549
2013,Canada,Average expenditure per household,All classes,Personal care services,v64476374,1.1.1.217,561
2014,Canada,Average expenditure per household,All classes,Personal care services,v64476374,1.1.1.217,570
2010,Canada,Average expenditure per household,All classes,Hair grooming services,v64476375,1.1.1.218,229
2011,Canada,Average expenditure per household,All classes,Hair grooming services,v64476375,1.1.1.218,290
2012,Canada,Average expenditure per household,All classes,Hair grooming services,v64476375,1.1.1.218,427
2013,Canada,Average expenditure per household,All classes,Hair grooming services,v64476375,1.1.1.218,437
2014,Canada,Average expenditure per household,All classes,Hair grooming services,v64476375,1.1.1.218,440
2010,Canada,Average expenditure per household,All classes,Other personal care services,v64476376,1.1.1.219,87
2011,Canada,Average expenditure per household,All classes,Other personal care services,v64476376,1.1.1.219,103
2012,Canada,Average expenditure per household,All classes,Other personal care services,v64476376,1.1.1.219,122
2013,Canada,Average expenditure per household,All classes,Other personal care services,v64476376,1.1.1.219,124
2014,Canada,Average expenditure per household,All classes,Other personal care services,v64476376,1.1.1.219,130
2010,Canada,Average expenditure per household,All classes,Recreation,v54530483,1.1.1.30,3606
2011,Canada,Average expenditure per household,All classes,Recreation,v54530483,1.1.1.30,3725
2012,Canada,Average expenditure per household,All classes,Recreation,v54530483,1.1.1.30,3808
2013,Canada,Average expenditure per household,All classes,Recreation,v54530483,1.1.1.30,3930
2014,Canada,Average expenditure per household,All classes,Recreation,v54530483,1.1.1.30,3843
2010,Canada,Average expenditure per household,All classes,Recreation equipment and related services,v54530484,1.1.1.31,927
2011,Canada,Average expenditure per household,All classes,Recreation equipment and related services,v54530484,1.1.1.31,862
2012,Canada,Average expenditure per household,All classes,Recreation equipment and related services,v54530484,1.1.1.31,920
2013,Canada,Average expenditure per household,All classes,Recreation equipment and related services,v54530484,1.1.1.31,981
2014,Canada,Average expenditure per household,All classes,Recreation equipment and related services,v54530484,1.1.1.31,827
2010,Canada,Average expenditure per household,All classes,"Sports, athletic and recreation equipment and related services",v64476377,1.1.1.220,122
2011,Canada,Average expenditure per household,All classes,"Sports, athletic and recreation equipment and related services",v64476377,1.1.1.220,94
2012,Canada,Average expenditure per household,All classes,"Sports, athletic and recreation equipment and related services",v64476377,1.1.1.220,140
2013,Canada,Average expenditure per household,All classes,"Sports, athletic and recreation equipment and related services",v64476377,1.1.1.220,130
2014,Canada,Average expenditure per household,All classes,"Sports, athletic and recreation equipment and related services",v64476377,1.1.1.220,116
2010,Canada,Average expenditure per household,All classes,Outdoor play equipment and accessories,v64476378,1.1.1.221,10
2011,Canada,Average expenditure per household,All classes,Outdoor play equipment and accessories,v64476378,1.1.1.221,F
2012,Canada,Average expenditure per household,All classes,Outdoor play equipment and accessories,v64476378,1.1.1.221,F
2013,Canada,Average expenditure per household,All classes,Outdoor play equipment and accessories,v64476378,1.1.1.221,F
2014,Canada,Average expenditure per household,All classes,Outdoor play equipment and accessories,v64476378,1.1.1.221,F
2010,Canada,Average expenditure per household,All classes,Children's toys,v64476379,1.1.1.222,113
2011,Canada,Average expenditure per household,All classes,Children's toys,v64476379,1.1.1.222,122
